client_fund_id,client_id,fund_id,amount_invested_in_fund,date_invested
1057_73363229,1057,73363229,364.2051775111495,27/02/2023
1057_58456060,1057,58456060,401.9693230370404,08/03/2023
1057_78246678,1057,78246678,597.1959751418956,12/03/2023
1057_54160469,1057,54160469,529.7185198555912,22/03/2023
1057_30083558,1057,30083558,13.595157285200845,30/03/2023
1057_27996796,1057,27996796,472.6196801654077,18/04/2023
1057_35323285,1057,35323285,545.6101227295553,06/05/2023
1057_69506916,1057,69506916,219.82809743780527,17/05/2023
1057_17990872,1057,17990872,237.1143784910464,27/05/2023
1057_53952501,1057,53952501,562.4633357160304,19/06/2023
1057_88997679,1057,88997679,187.97810690827032,25/06/2023
1057_98987354,1057,98987354,168.24780879092648,20/07/2023
1058_42636156,1058,42636156,1025.4571603930904,25/05/2023
1058_44459913,1058,44459913,1049.6841152819343,24/06/2023
1058_70534354,1058,70534354,1064.6718454573108,05/07/2023
1059_35323285,1059,35323285,2862.336113637068,28/12/2022
1059_22675579,1059,22675579,3537.069939682314,02/01/2023
1059_70534354,1059,70534354,832.8938219153803,19/01/2023
1059_59674173,1059,59674173,3859.0908533294796,12/02/2023
1059_13295130,1059,13295130,803.7340157371,02/03/2023
1059_45329806,1059,45329806,118.80556820813491,23/03/2023
1059_41229437,1059,41229437,3644.071677776746,21/04/2023
1059_32280285,1059,32280285,157.349702869151,02/05/2023
1059_94857669,1059,94857669,3608.4113220118343,05/05/2023
1059_54160469,1059,54160469,780.6366515747902,29/05/2023
1059_27996796,1059,27996796,1532.035963522049,01/06/2023
1059_69007006,1059,69007006,1126.1242741619926,10/06/2023
1059_67105559,1059,67105559,2796.6386990894785,14/06/2023
1059_33740742,1059,33740742,2680.8443628316254,19/06/2023
1059_61229971,1059,61229971,3406.3303765442465,19/07/2023
1060_78246678,1060,78246678,30.24127138489684,02/09/2022
1060_72997430,1060,72997430,489.1870360762479,11/09/2022
1060_43224861,1060,43224861,421.49435369476737,03/10/2022
1060_35373597,1060,35373597,387.250956936698,01/11/2022
1060_32254796,1060,32254796,465.6862457207523,20/11/2022
1060_98595835,1060,98595835,414.13005875366497,28/11/2022
1060_18835101,1060,18835101,52.90129382818209,05/12/2022
1060_92092819,1060,92092819,383.7014962010509,31/12/2022
1060_41229437,1060,41229437,107.21087929688828,04/01/2023
1060_35172614,1060,35172614,48.56645575080572,29/01/2023
1060_91054577,1060,91054577,391.7005362686587,27/02/2023
1060_32280285,1060,32280285,514.1889586921347,22/03/2023
1060_42636156,1060,42636156,503.40947390558966,13/04/2023
1060_76027957,1060,76027957,591.4983568794745,22/04/2023
1060_48523271,1060,48523271,58.34249765398789,17/05/2023
1060_18094386,1060,18094386,434.2054956898256,02/06/2023
1060_98866743,1060,98866743,201.68303525626192,09/06/2023
1060_78254115,1060,78254115,325.6273626779009,19/06/2023
1060_96434945,1060,96434945,173.1565155916031,12/07/2023
1060_15980403,1060,15980403,269.7462793044969,13/07/2023
1061_41229437,1061,41229437,109.35977425135091,30/04/2023
1061_98760799,1061,98760799,24.75797279850711,04/05/2023
1061_76486840,1061,76486840,88.35041097394661,23/05/2023
1061_91054577,1061,91054577,34.233632511516156,13/06/2023
1061_25104089,1061,25104089,2.7940946262744393,13/07/2023
1062_64085982,1062,64085982,1374.8835666526463,25/02/2023
1062_58456060,1062,58456060,3723.852570974778,22/03/2023
1062_20686927,1062,20686927,4059.6010928424253,19/04/2023
1062_70776164,1062,70776164,3301.469381160453,14/05/2023
1062_70332253,1062,70332253,2401.899873179604,28/05/2023
1062_29659229,1062,29659229,2017.6615045205344,08/06/2023
1062_22675579,1062,22675579,683.249998226809,01/07/2023
1062_88997679,1062,88997679,783.2131158421929,08/07/2023
1063_65832217,1063,65832217,5441.4558634896375,20/03/2023
1063_78254115,1063,78254115,8331.570753308666,29/03/2023
1063_72997430,1063,72997430,12996.6939076814,19/04/2023
1063_70137966,1063,70137966,3298.1834466467894,22/04/2023
1063_88997679,1063,88997679,9205.305100342553,10/05/2023
1063_24137221,1063,24137221,11885.499777266514,12/05/2023
1063_58456060,1063,58456060,4939.841033607804,11/06/2023
1063_85264831,1063,85264831,5392.760693974483,18/06/2023
1063_35172614,1063,35172614,8449.117076090162,18/07/2023
1064_72997430,1064,72997430,382.84449231830695,06/06/2023
1064_73363229,1064,73363229,2494.0043387898027,22/06/2023
1065_32280285,1065,32280285,1494.4684007208828,09/02/2023
1065_98866743,1065,98866743,1751.7026340750137,04/03/2023
1065_35373597,1065,35373597,1373.8651549966899,06/03/2023
1065_64746348,1065,64746348,3069.68469262109,03/04/2023
1065_29659229,1065,29659229,966.0319983554227,17/04/2023
1065_44459913,1065,44459913,11.45534715983181,23/04/2023
1065_66298485,1065,66298485,597.286879243738,02/05/2023
1065_15980403,1065,15980403,2282.3616579924364,26/05/2023
1065_72997430,1065,72997430,1635.2543009412625,29/05/2023
1065_67720775,1065,67720775,2564.6007756830604,14/06/2023
1065_10343778,1065,10343778,3155.7409806574024,27/06/2023
1065_34526288,1065,34526288,2541.978899108678,02/07/2023
1065_61229971,1065,61229971,3843.0332638380573,19/07/2023
1065_85253961,1065,85253961,1130.2603073818843,20/07/2023
1066_10343778,1066,10343778,193.7720343434477,30/07/2022
1066_41229437,1066,41229437,155.51450762163753,17/08/2022
1066_27996796,1066,27996796,473.0728315528199,26/08/2022
1066_98987354,1066,98987354,130.28246666025925,13/09/2022
1066_61229971,1066,61229971,22.461654776607823,27/09/2022
1066_65479469,1066,65479469,917.112242038942,03/10/2022
1066_29659229,1066,29659229,322.7352617857999,09/10/2022
1066_36548480,1066,36548480,11.857398690492575,26/10/2022
1066_35323285,1066,35323285,300.12902246346306,09/11/2022
1066_59674173,1066,59674173,319.69014187501085,26/11/2022
1066_22657204,1066,22657204,631.8493471836506,29/11/2022
1066_65832217,1066,65832217,676.2724145564263,10/12/2022
1066_80648378,1066,80648378,955.5704951902806,14/12/2022
1066_11151808,1066,11151808,136.79331749183953,20/12/2022
1066_33478362,1066,33478362,919.0151226646958,30/12/2022
1066_49618219,1066,49618219,560.921110146678,04/01/2023
1066_18710196,1066,18710196,610.0312901735892,07/01/2023
1066_45360976,1066,45360976,641.6895253052875,02/02/2023
1066_96434945,1066,96434945,182.89580146995257,07/02/2023
1066_22675579,1066,22675579,53.787301281606815,05/03/2023
1066_98595835,1066,98595835,523.2155316086677,26/03/2023
1066_15980403,1066,15980403,405.2525192382709,14/04/2023
1066_11605458,1066,11605458,130.29176575783148,15/04/2023
1066_90221422,1066,90221422,674.9444256909682,29/04/2023
1066_67105559,1066,67105559,813.7959866517418,24/05/2023
1066_70332253,1066,70332253,31.914513275937548,03/06/2023
1066_18835101,1066,18835101,898.4477257964227,01/07/2023
1066_85253961,1066,85253961,682.3621863386475,08/07/2023
1066_66298485,1066,66298485,444.77051658911824,12/07/2023
1067_98866743,1067,98866743,23.278201651421984,06/06/2023
1067_49618219,1067,49618219,63.44325497160229,30/06/2023
1067_64746348,1067,64746348,374.3548506157415,08/07/2023
1067_54160469,1067,54160469,190.5984503519591,11/07/2023
1068_36548480,1068,36548480,343.0585792418515,24/12/2022
1068_10343778,1068,10343778,916.7493828739589,01/01/2023
1068_70776164,1068,70776164,1153.328615916728,13/01/2023
1068_35373597,1068,35373597,1237.5030012970267,25/01/2023
1068_34526288,1068,34526288,38.092180101289046,24/02/2023
1068_71048022,1068,71048022,815.5866863803737,12/03/2023
1068_27561672,1068,27561672,919.9222181639077,31/03/2023
1068_19220379,1068,19220379,286.523521669236,02/04/2023
1068_35323285,1068,35323285,918.0670731450303,27/04/2023
1068_22657204,1068,22657204,402.6617532552811,13/05/2023
1068_55961746,1068,55961746,435.43753587250785,27/05/2023
1068_53789482,1068,53789482,1162.8742793439433,15/06/2023
1068_95972425,1068,95972425,1109.736603035769,14/07/2023
1069_14687907,1069,14687907,96.6370402050449,13/11/2022
1069_67105559,1069,67105559,165.5619852376364,29/11/2022
1069_69506916,1069,69506916,139.00317658042067,27/12/2022
1069_98987354,1069,98987354,194.3221425542275,30/12/2022
1069_70942937,1069,70942937,246.20442174609263,22/01/2023
1069_45360976,1069,45360976,323.169437191232,28/01/2023
1069_33478362,1069,33478362,83.03556083905933,05/02/2023
1069_64085982,1069,64085982,364.0464606897598,26/02/2023
1069_43224861,1069,43224861,283.5170360721358,20/03/2023
1069_61229971,1069,61229971,54.588535076604025,04/04/2023
1069_53789482,1069,53789482,57.82033564430161,07/04/2023
1069_40987651,1069,40987651,74.9776110538831,28/04/2023
1069_64746348,1069,64746348,236.79239539733686,01/05/2023
1069_11605458,1069,11605458,385.35400936404164,11/05/2023
1069_96434945,1069,96434945,402.6300249075144,21/05/2023
1069_11151808,1069,11151808,161.50806866586254,17/06/2023
1069_80102345,1069,80102345,46.30603751643533,28/06/2023
1069_61142446,1069,61142446,378.40640782692867,08/07/2023
1069_70332253,1069,70332253,83.36339120278933,19/07/2023
1070_70137966,1070,70137966,2222.3821478553123,03/03/2023
1070_64746348,1070,64746348,1044.8474334604782,11/03/2023
1070_41229437,1070,41229437,795.2245558786892,21/03/2023
1070_61229971,1070,61229971,1262.2436921152566,19/04/2023
1070_80102345,1070,80102345,47.81360726134707,02/05/2023
1070_98987354,1070,98987354,799.1406475862061,16/05/2023
1070_35172614,1070,35172614,1082.448785886232,29/05/2023
1070_20686927,1070,20686927,1422.4960355193828,11/06/2023
1070_90221422,1070,90221422,20.785083896089496,08/07/2023
1071_41229437,1071,41229437,739.0613933406294,13/11/2022
1071_94857669,1071,94857669,67.27475228200787,22/11/2022
1071_32254796,1071,32254796,963.6755549286291,20/12/2022
1071_58456060,1071,58456060,502.3384992742499,29/12/2022
1071_66298485,1071,66298485,108.12232773204275,27/01/2023
1071_70534354,1071,70534354,2573.1603907275808,22/02/2023
1071_13295130,1071,13295130,31.031293330292957,23/02/2023
1071_34526288,1071,34526288,65.95193318885109,19/03/2023
1071_27996796,1071,27996796,2591.682892676727,05/04/2023
1071_40987651,1071,40987651,974.5563370469363,30/04/2023
1071_70942937,1071,70942937,1227.7510504971167,26/05/2023
1071_49618219,1071,49618219,489.76381830947037,16/06/2023
1071_56641766,1071,56641766,742.829558578086,20/06/2023
1071_17599605,1071,17599605,1227.3200618985557,08/07/2023
1071_32280285,1071,32280285,222.62007729802193,18/07/2023
1072_48523271,1072,48523271,1492.5042091451803,25/05/2022
1072_41229437,1072,41229437,4840.6398106406605,13/06/2022
1072_67720775,1072,67720775,1876.486489593083,03/07/2022
1072_66298485,1072,66298485,2471.267964484462,08/07/2022
1072_19220379,1072,19220379,26.30245953172702,22/07/2022
1072_27996796,1072,27996796,1818.9865802905626,15/08/2022
1072_40987651,1072,40987651,5178.1932317031415,05/09/2022
1072_94857669,1072,94857669,3581.291604983669,27/09/2022
1072_40101706,1072,40101706,952.9040690227723,09/10/2022
1072_22675579,1072,22675579,2542.603951191675,06/11/2022
1072_76486840,1072,76486840,621.8988021401341,21/11/2022
1072_11605458,1072,11605458,1726.8532200287198,05/12/2022
1072_98704577,1072,98704577,4833.99458307805,02/01/2023
1072_70534354,1072,70534354,1456.6096705487553,21/01/2023
1072_59674173,1072,59674173,368.82505390146326,04/02/2023
1072_98760799,1072,98760799,2381.6603787576055,10/02/2023
1072_43224861,1072,43224861,3528.068753498382,05/03/2023
1072_33740742,1072,33740742,833.501164948348,02/04/2023
1072_85253961,1072,85253961,2055.6259971062873,19/04/2023
1072_15980403,1072,15980403,2975.3668703345784,14/05/2023
1072_25104089,1072,25104089,2824.496620246414,05/06/2023
1072_35323285,1072,35323285,2145.7571583836316,21/06/2023
1072_88997679,1072,88997679,4184.420051007931,19/07/2023
1073_95510973,1073,95510973,278.6850978891859,22/05/2023
1073_30083558,1073,30083558,1314.917958770455,25/05/2023
1073_13295130,1073,13295130,1667.5023297402008,07/06/2023
1073_14687907,1073,14687907,1504.0617977760483,02/07/2023
1074_70137966,1074,70137966,93.0337696884438,02/06/2023
1074_18835101,1074,18835101,649.1185346475785,01/07/2023
1074_80102345,1074,80102345,922.0280235371914,12/07/2023
1074_56641766,1074,56641766,399.5931020080959,13/07/2023
1075_24137221,1075,24137221,9366.331602809192,27/04/2023
1075_72997430,1075,72997430,1786.1039720193469,16/05/2023
1075_48523271,1075,48523271,9893.368175093112,22/05/2023
1075_49618219,1075,49618219,3245.599485978237,26/05/2023
1075_70332253,1075,70332253,6442.621018553072,09/06/2023
1075_35172614,1075,35172614,317.6628649344865,07/07/2023
1076_91054577,1076,91054577,558.1838125265276,18/09/2022
1076_70942937,1076,70942937,1422.4590188235566,15/10/2022
1076_67105559,1076,67105559,0.8142823720613958,27/10/2022
1076_18835101,1076,18835101,529.2733726302846,18/11/2022
1076_48523271,1076,48523271,1355.735278310247,08/12/2022
1076_20686927,1076,20686927,1107.312749626711,07/01/2023
1076_45360976,1076,45360976,1267.613753224944,11/01/2023
1076_72997430,1076,72997430,796.3581127961486,02/02/2023
1076_35172614,1076,35172614,497.8297021712343,20/02/2023
1076_55961746,1076,55961746,367.8277814830889,19/03/2023
1076_43224861,1076,43224861,478.0631952440216,21/03/2023
1076_98595835,1076,98595835,1446.0581589788617,04/04/2023
1076_78246678,1076,78246678,1036.4512647855433,04/05/2023
1076_11151808,1076,11151808,1492.0133978257802,11/05/2023
1076_96434945,1076,96434945,340.4371973939155,03/06/2023
1076_73363229,1076,73363229,174.70839754846455,28/06/2023
1076_44459913,1076,44459913,555.4627242426579,17/07/2023
1077_24137221,1077,24137221,60.691777439683946,15/08/2022
1077_53952501,1077,53952501,142.8559336941964,13/09/2022
1077_61142446,1077,61142446,105.44314321630914,25/09/2022
1077_32254796,1077,32254796,27.801683990175405,02/10/2022
1077_76027957,1077,76027957,103.21596158296728,21/10/2022
1077_65832217,1077,65832217,98.31317307687718,19/11/2022
1077_98760799,1077,98760799,83.83325934457076,09/12/2022
1077_29659229,1077,29659229,134.90131593558326,06/01/2023
1077_20686927,1077,20686927,16.01560533851342,27/01/2023
1077_33478362,1077,33478362,113.60481761368479,11/02/2023
1077_30083558,1077,30083558,30.728447726480557,12/02/2023
1077_36548480,1077,36548480,18.209167728310128,24/02/2023
1077_70776164,1077,70776164,143.0648744899667,24/03/2023
1077_98987354,1077,98987354,99.65642864075,18/04/2023
1077_42636156,1077,42636156,52.13955881844617,22/04/2023
1077_91054577,1077,91054577,138.0734833510233,20/05/2023
1077_67720775,1077,67720775,82.14987267979036,05/06/2023
1077_18835101,1077,18835101,134.12997766904746,21/06/2023
1077_88997679,1077,88997679,112.92288520602425,30/06/2023
1077_48523271,1077,48523271,144.23965808917598,10/07/2023
1078_27996796,1078,27996796,4668.876590111373,27/05/2023
1078_78254115,1078,78254115,7779.4764552829665,20/06/2023
1078_59674173,1078,59674173,6820.583250271818,28/06/2023
1078_56641766,1078,56641766,132.11512806150347,19/07/2023
1079_55961746,1079,55961746,5190.307328905438,04/05/2023
1079_33478362,1079,33478362,11971.443661167787,09/05/2023
1079_69506916,1079,69506916,1248.333500802666,19/05/2023
1079_20686927,1079,20686927,580.880742936456,17/06/2023
1079_27561672,1079,27561672,7106.972213454352,23/06/2023
1079_53952501,1079,53952501,6358.060635884749,05/07/2023
1080_96434945,1080,96434945,218.72511590976626,07/03/2023
1080_24137221,1080,24137221,1544.0269008767784,23/03/2023
1080_69506916,1080,69506916,630.4274585674891,31/03/2023
1080_22657204,1080,22657204,2565.089872279548,25/04/2023
1080_74975024,1080,74975024,2806.7803315798697,26/04/2023
1080_95972425,1080,95972425,1593.3477988404807,20/05/2023
1080_36548480,1080,36548480,198.71633959242047,09/06/2023
1080_41229437,1080,41229437,2732.50638898317,02/07/2023
1081_85253961,1081,85253961,488.74770383728435,22/05/2022
1081_70942937,1081,70942937,400.6102909564734,06/06/2022
1081_19220379,1081,19220379,330.3907670189334,14/06/2022
1081_24137221,1081,24137221,744.1726541243994,24/06/2022
1081_67105559,1081,67105559,706.9650749265821,08/07/2022
1081_30083558,1081,30083558,246.02789954403187,02/08/2022
1081_69506916,1081,69506916,792.6191021965698,12/08/2022
1081_36548480,1081,36548480,641.522004413917,29/08/2022
1081_17599605,1081,17599605,134.51693035398603,20/09/2022
1081_95972425,1081,95972425,485.30096081439143,09/10/2022
1081_78254115,1081,78254115,86.25799033524059,20/10/2022
1081_70534354,1081,70534354,1048.4534555629941,31/10/2022
1081_91054577,1081,91054577,801.9625001087201,13/11/2022
1081_41229437,1081,41229437,333.77545110418976,17/11/2022
1081_49618219,1081,49618219,870.2382925245035,10/12/2022
1081_76359079,1081,76359079,253.27728649361097,30/12/2022
1081_66298485,1081,66298485,930.12560025379,23/01/2023
1081_98866743,1081,98866743,149.65885815953672,06/02/2023
1081_32254796,1081,32254796,447.13521796299625,17/02/2023
1081_95510973,1081,95510973,536.5172263140804,19/02/2023
1081_32280285,1081,32280285,148.37572522242223,27/02/2023
1081_95510903,1081,95510903,742.51999464189,21/03/2023
1081_90221422,1081,90221422,588.1361588004639,05/04/2023
1081_56641766,1081,56641766,541.9214030975994,03/05/2023
1081_53952501,1081,53952501,299.5857047028532,21/05/2023
1081_22657204,1081,22657204,37.690419209512726,31/05/2023
1081_73110676,1081,73110676,659.8153368341035,26/06/2023
1081_27996796,1081,27996796,603.4773464969543,27/06/2023
1081_71048022,1081,71048022,1255.264042721996,03/07/2023
1082_55961746,1082,55961746,5532.692300528383,12/12/2022
1082_17599605,1082,17599605,9691.24488861274,30/12/2022
1082_76486840,1082,76486840,7521.2250696044175,22/01/2023
1082_25104089,1082,25104089,562.3330203361344,08/02/2023
1082_20686927,1082,20686927,6993.876401654711,17/02/2023
1082_70332253,1082,70332253,2681.443483466928,05/03/2023
1082_29659229,1082,29659229,241.14774590411338,09/03/2023
1082_59674173,1082,59674173,3634.6566611237026,15/03/2023
1082_96555478,1082,96555478,9659.624826373989,12/04/2023
1082_56641766,1082,56641766,6458.611680679336,19/04/2023
1082_96434945,1082,96434945,6277.433829864164,14/05/2023
1082_49618219,1082,49618219,4326.82568483429,29/05/2023
1082_40987651,1082,40987651,1870.418839846817,21/06/2023
1082_58456060,1082,58456060,8557.927683617327,12/07/2023
1083_19220379,1083,19220379,5403.4067072279195,13/10/2022
1083_15753539,1083,15753539,9094.655076703668,05/11/2022
1083_27561672,1083,27561672,3706.5190041825767,30/11/2022
1083_76486840,1083,76486840,2994.6790108532527,11/12/2022
1083_65479469,1083,65479469,5247.646651213607,24/12/2022
1083_35172614,1083,35172614,3966.6024410863365,04/01/2023
1083_73110676,1083,73110676,258.20436957395685,12/01/2023
1083_25889324,1083,25889324,8973.274340234952,22/01/2023
1083_58456060,1083,58456060,6790.899095882643,31/01/2023
1083_80102345,1083,80102345,7067.017943261694,01/03/2023
1083_76027957,1083,76027957,1061.9097208679111,18/03/2023
1083_66298485,1083,66298485,6775.339734734591,30/03/2023
1083_90221422,1083,90221422,4547.917854446441,20/04/2023
1083_96434945,1083,96434945,4894.8412534941535,14/05/2023
1083_32254796,1083,32254796,4028.9363834528926,11/06/2023
1083_69506916,1083,69506916,5744.369552783387,09/07/2023
1084_70534354,1084,70534354,285.456350958453,07/05/2022
1084_80102345,1084,80102345,167.88634063111454,20/05/2022
1084_76027957,1084,76027957,331.7352392709686,05/06/2022
1084_41229437,1084,41229437,332.5943756110514,16/06/2022
1084_74975024,1084,74975024,191.82636466805081,17/06/2022
1084_22657204,1084,22657204,137.2512038713046,21/06/2022
1084_92092819,1084,92092819,257.7217094036792,21/07/2022
1084_32254796,1084,32254796,182.8717817683233,19/08/2022
1084_96434945,1084,96434945,118.17976579075727,02/09/2022
1084_49618219,1084,49618219,58.9953895652415,13/09/2022
1084_42636156,1084,42636156,222.7192391847315,24/09/2022
1084_67720775,1084,67720775,80.72381318452366,02/10/2022
1084_61229971,1084,61229971,164.8786505347983,25/10/2022
1084_40101706,1084,40101706,0.3551955344098037,23/11/2022
1084_53952501,1084,53952501,215.85556745494296,01/12/2022
1084_17599605,1084,17599605,134.2390851353326,18/12/2022
1084_25104089,1084,25104089,198.39571100397873,12/01/2023
1084_44459913,1084,44459913,244.4401107621682,29/01/2023
1084_59674173,1084,59674173,34.10571218728597,26/02/2023
1084_14687907,1084,14687907,260.55034384499265,22/03/2023
1084_40987651,1084,40987651,312.75416734786313,30/03/2023
1084_24137221,1084,24137221,342.9006119175108,12/04/2023
1084_71048022,1084,71048022,184.4376026844294,06/05/2023
1084_66298485,1084,66298485,335.89032075485017,27/05/2023
1084_98866743,1084,98866743,265.20806167829636,31/05/2023
1084_98595835,1084,98595835,117.61538035027141,09/06/2023
1084_70942937,1084,70942937,87.342709462063,06/07/2023
1084_98987354,1084,98987354,108.87667546345482,14/07/2023
1084_95510973,1084,95510973,279.33885013793457,18/07/2023
1085_80648378,1085,80648378,264.0755925528059,13/08/2022
1085_80102345,1085,80102345,102.22722107747377,05/09/2022
1085_85264831,1085,85264831,324.29537721140997,22/09/2022
1085_98866743,1085,98866743,14.382672289839817,01/10/2022
1085_65832217,1085,65832217,188.2808563453723,02/10/2022
1085_70332253,1085,70332253,363.10980155359186,23/10/2022
1085_66900412,1085,66900412,300.5685847126431,02/11/2022
1085_73110676,1085,73110676,113.394663457875,08/11/2022
1085_29659229,1085,29659229,148.74750756294475,03/12/2022
1085_73363229,1085,73363229,1.3015148033769153,29/12/2022
1085_19220379,1085,19220379,475.079668398935,31/12/2022
1085_35323285,1085,35323285,97.27219771022978,28/01/2023
1085_74975024,1085,74975024,481.1237573977123,05/02/2023
1085_44459913,1085,44459913,265.37060260022594,22/02/2023
1085_66298485,1085,66298485,129.40611217474245,19/03/2023
1085_43224861,1085,43224861,533.1978957819564,31/03/2023
1085_18094386,1085,18094386,158.10204747502266,01/04/2023
1085_54160469,1085,54160469,123.86587650960809,25/04/2023
1085_95510973,1085,95510973,415.85958688281005,10/05/2023
1085_36548480,1085,36548480,504.96524752922505,18/05/2023
1085_76027957,1085,76027957,9.097370931797776,28/05/2023
1085_40987651,1085,40987651,264.97591578247795,31/05/2023
1085_20686927,1085,20686927,603.0921604939111,10/06/2023
1085_32280285,1085,32280285,403.21169498759093,02/07/2023
1086_40987651,1086,40987651,2195.101355253625,25/06/2022
1086_35172614,1086,35172614,1633.0513186296569,27/06/2022
1086_53952501,1086,53952501,1865.569666709193,11/07/2022
1086_35323285,1086,35323285,340.3070475501034,23/07/2022
1086_18710196,1086,18710196,444.1874922247225,04/08/2022
1086_95510973,1086,95510973,1621.5011793292638,21/08/2022
1086_49618219,1086,49618219,851.2491180897371,14/09/2022
1086_24137221,1086,24137221,300.64182176213643,25/09/2022
1086_20686927,1086,20686927,2491.8082598896217,01/10/2022
1086_14687907,1086,14687907,1016.6045835823588,12/10/2022
1086_88997679,1086,88997679,1511.0280759336115,02/11/2022
1086_22675579,1086,22675579,1063.5726183595782,22/11/2022
1086_92092819,1086,92092819,2473.430819985793,09/12/2022
1086_70332253,1086,70332253,1339.1326920216975,24/12/2022
1086_98595835,1086,98595835,3840.3224348792387,09/01/2023
1086_94710676,1086,94710676,2876.0177582794945,31/01/2023
1086_91054577,1086,91054577,3648.6705239043395,22/02/2023
1086_61229971,1086,61229971,781.1629238303046,19/03/2023
1086_76486840,1086,76486840,3716.1851599345396,02/04/2023
1086_43224861,1086,43224861,1312.4925612113796,26/04/2023
1086_80648378,1086,80648378,2269.9861484331213,26/05/2023
1086_85264831,1086,85264831,3504.348260206481,20/06/2023
1087_18094386,1087,18094386,353.3515962008557,18/05/2023
1087_70942937,1087,70942937,469.8841015193817,25/05/2023
1087_55961746,1087,55961746,459.56853104028073,14/06/2023
1087_10343778,1087,10343778,223.29869713567996,13/07/2023
1088_22657204,1088,22657204,15555.302129665894,20/12/2022
1088_98704577,1088,98704577,7336.942569180961,07/01/2023
1088_25889324,1088,25889324,399.3682734113,11/01/2023
1088_85264831,1088,85264831,14042.000136086901,12/01/2023
1088_94857669,1088,94857669,12551.133471654945,03/02/2023
1089_14687907,1089,14687907,390.5798979620108,20/10/2022
1089_11605458,1089,11605458,10.731507107545116,24/10/2022
1089_73110676,1089,73110676,145.56135057527118,06/11/2022
1089_76027957,1089,76027957,344.72221548149605,24/11/2022
1089_17990872,1089,17990872,95.70263281002774,11/12/2022
1089_19220379,1089,19220379,549.6451074086524,30/12/2022
1089_78254115,1089,78254115,875.4352184527365,31/12/2022
1089_98595835,1089,98595835,595.5128164669198,24/01/2023
1089_64746348,1089,64746348,645.8699811163239,19/02/2023
1089_95972425,1089,95972425,396.65075766758395,14/03/2023
1089_98987354,1089,98987354,794.8417413858605,11/04/2023
1089_80648378,1089,80648378,276.29357763836015,19/04/2023
1089_79502565,1089,79502565,2.63733806276787,12/05/2023
1089_45360976,1089,45360976,424.193123799749,20/05/2023
1089_15753539,1089,15753539,80.92907770244942,04/06/2023
1089_70137966,1089,70137966,540.2622475900882,12/06/2023
1089_42636156,1089,42636156,928.3384959401255,26/06/2023
1089_56641766,1089,56641766,606.5147475262562,03/07/2023
1089_44459913,1089,44459913,781.1991672808683,06/07/2023
1089_71048022,1089,71048022,689.30987375877,11/07/2023
1089_91054577,1089,91054577,386.63321671822547,15/07/2023
1090_74975024,1090,74975024,40.38374099722517,05/10/2022
1090_94857669,1090,94857669,414.4984497831255,24/10/2022
1090_40987651,1090,40987651,49.303742686986666,05/11/2022
1090_25889324,1090,25889324,287.7536286487717,18/11/2022
1090_11726159,1090,11726159,121.90561150615675,10/12/2022
1090_69506916,1090,69506916,310.31003402297335,14/12/2022
1090_44459913,1090,44459913,2.0661628472847946,23/12/2022
1090_18710196,1090,18710196,322.57281601375485,04/01/2023
1090_13295130,1090,13295130,53.326536318572224,05/01/2023
1090_80102345,1090,80102345,148.5051761081855,13/01/2023
1090_35373597,1090,35373597,266.4838111324503,04/02/2023
1090_14687907,1090,14687907,368.9191984461372,20/02/2023
1090_76486840,1090,76486840,402.2608987754162,28/02/2023
1090_94710676,1090,94710676,173.5881215267157,30/03/2023
1090_56641766,1090,56641766,183.80920777267826,08/04/2023
1090_35172614,1090,35172614,130.1583583319458,04/05/2023
1090_65479469,1090,65479469,403.5232951642162,26/05/2023
1090_71048022,1090,71048022,48.15785886906856,21/06/2023
1090_27561672,1090,27561672,311.0477904839666,18/07/2023
1091_27996796,1091,27996796,1133.1914827884023,25/12/2022
1091_15753539,1091,15753539,857.7068951735848,28/12/2022
1091_13295130,1091,13295130,267.6895151658526,21/01/2023
1091_15980403,1091,15980403,300.3453120583461,17/02/2023
1091_11151808,1091,11151808,135.9266206491669,19/03/2023
1091_98704577,1091,98704577,1323.8113757383046,05/04/2023
1091_91054577,1091,91054577,688.0752568219331,15/04/2023
1091_22675579,1091,22675579,1148.7405163483866,01/05/2023
1091_59674173,1091,59674173,1009.6141088327201,20/05/2023
1091_70534354,1091,70534354,855.8686612111239,13/06/2023
1091_65832217,1091,65832217,1194.0190542794235,26/06/2023
1091_66900412,1091,66900412,1347.1642718626324,08/07/2023
1092_98760799,1092,98760799,58.36902892066299,16/04/2023
1092_96434945,1092,96434945,84.50384210809221,29/04/2023
1092_94710676,1092,94710676,76.61555754320456,10/05/2023
1092_78246678,1092,78246678,151.69469139280687,21/05/2023
1092_48523271,1092,48523271,118.4147428007791,31/05/2023
1092_18094386,1092,18094386,185.0495568762172,10/06/2023
1092_76486840,1092,76486840,111.29840794462737,23/06/2023
1093_70942937,1093,70942937,395.396406670566,18/08/2022
1093_17599605,1093,17599605,711.6280064203281,09/09/2022
1093_58456060,1093,58456060,562.7417696100144,27/09/2022
1093_66900412,1093,66900412,158.90975256532005,04/10/2022
1093_71048022,1093,71048022,1103.7536236802669,15/10/2022
1093_27561672,1093,27561672,372.1169417269058,08/11/2022
1093_73110676,1093,73110676,532.1181960740495,30/11/2022
1093_35323285,1093,35323285,149.1742583799928,24/12/2022
