Fund_ID,Date,Fund_BPS_Rate,Value
89791,02/11/2019,1.25,102.116046
20062,02/11/2019,0.69,102.3610022
71151,02/11/2019,1.12,97.40635266
75596,02/11/2019,0.66,97.91313727
63963,03/11/2019,1.26,97.37351218
16792,03/11/2019,1.38,98.78459866
88569,03/11/2019,0.79,100.6319977
22757,03/11/2019,0.8,97.44600508
99779,03/11/2019,1.07,96.41034588
22778,03/11/2019,0.71,97.40853275
89791,03/11/2019,1.25,103.8107694
20062,03/11/2019,0.69,100.6812101
71151,03/11/2019,1.12,95.7509732
75596,03/11/2019,0.66,104.8164264
63963,04/11/2019,1.26,95.31735915
16792,04/11/2019,1.38,103.003691
88569,04/11/2019,0.79,95.20057296
22757,04/11/2019,0.8,96.06500808
99779,04/11/2019,1.07,95.31146163
22778,04/11/2019,0.71,104.6660295
89791,04/11/2019,1.25,104.3288576
20062,04/11/2019,0.69,96.86258314
71151,04/11/2019,1.12,96.5497361
75596,04/11/2019,0.66,95.90985796
63963,05/11/2019,1.26,96.95577136
16792,05/11/2019,1.38,101.8465061
88569,05/11/2019,0.79,100.6144917
22757,05/11/2019,0.8,96.53457037
99779,05/11/2019,1.07,95.85805331
22778,05/11/2019,0.71,101.1885222
89791,05/11/2019,1.25,100.2702688
20062,05/11/2019,0.69,97.42770263
71151,05/11/2019,1.12,96.13522858
75596,05/11/2019,0.66,95.40840397
63963,06/11/2019,1.26,100.9571355
16792,06/11/2019,1.38,102.8682024
88569,06/11/2019,0.79,98.57958492
22757,06/11/2019,0.8,100.188192
99779,06/11/2019,1.07,103.4027102
22778,06/11/2019,0.71,103.6485914
89791,06/11/2019,1.25,96.14842898
20062,06/11/2019,0.69,98.94024452
71151,06/11/2019,1.12,103.2181521
75596,06/11/2019,0.66,97.34620797
63963,07/11/2019,1.26,104.4942005
16792,07/11/2019,1.38,96.95155186
88569,07/11/2019,0.79,103.8218762
22757,07/11/2019,0.8,100.8397993
99779,07/11/2019,1.07,103.9780566
22778,07/11/2019,0.71,96.83837522
89791,07/11/2019,1.25,98.70799755
20062,07/11/2019,0.69,101.1737316
71151,07/11/2019,1.12,103.1479043
75596,07/11/2019,0.66,103.0521479
63963,08/11/2019,1.26,95.27488358
16792,08/11/2019,1.38,96.26876103
88569,08/11/2019,0.79,99.94644713
22757,08/11/2019,0.8,102.0231633
99779,08/11/2019,1.07,99.95659485
22778,08/11/2019,0.71,97.41022168
89791,08/11/2019,1.25,99.43954578
20062,08/11/2019,0.69,98.92999486
71151,08/11/2019,1.12,99.44303358
75596,08/11/2019,0.66,97.20216232
63963,09/11/2019,1.26,101.7848099
16792,09/11/2019,1.38,98.28690091
88569,09/11/2019,0.79,103.4355804
22757,09/11/2019,0.8,102.0514475
99779,09/11/2019,1.07,101.2950139
22778,09/11/2019,0.71,101.3800322
89791,09/11/2019,1.25,95.06291162
20062,09/11/2019,0.69,102.1940444
71151,09/11/2019,1.12,96.59274488
75596,09/11/2019,0.66,100.6362647
63963,10/11/2019,1.26,99.80918234
16792,10/11/2019,1.38,102.433403
88569,10/11/2019,0.79,104.5311604
22757,10/11/2019,0.8,98.5878749
99779,10/11/2019,1.07,104.0995078
22778,10/11/2019,0.71,104.3773101
89791,10/11/2019,1.25,103.3050731
20062,10/11/2019,0.69,102.3384211
71151,10/11/2019,1.12,100.9889338
75596,10/11/2019,0.66,99.46713682
63963,11/11/2019,1.26,96.92556697
16792,11/11/2019,1.38,101.2612636
88569,11/11/2019,0.79,95.75691897
22757,11/11/2019,0.8,100.1991482
99779,11/11/2019,1.07,104.142627
22778,11/11/2019,0.71,101.1267287
89791,11/11/2019,1.25,102.7029134
20062,11/11/2019,0.69,96.17421211
71151,11/11/2019,1.12,96.45267665
75596,11/11/2019,0.66,97.50572779
63963,12/11/2019,1.26,98.95087945
16792,12/11/2019,1.38,102.8855661
88569,12/11/2019,0.79,97.23500687
22757,12/11/2019,0.8,99.60834877
99779,12/11/2019,1.07,95.61092924
22778,12/11/2019,0.71,101.3789693
89791,12/11/2019,1.25,104.9131856
20062,12/11/2019,0.69,96.05491624
71151,12/11/2019,1.12,104.216161
75596,12/11/2019,0.66,100.4467448
63963,13/11/2019,1.26,96.64728627
16792,13/11/2019,1.38,99.67475486
88569,13/11/2019,0.79,100.0478111
22757,13/11/2019,0.8,99.1028199
99779,13/11/2019,1.07,104.8424847
22778,13/11/2019,0.71,95.71742438
89791,13/11/2019,1.25,104.1474842
20062,13/11/2019,0.69,95.87174186
71151,13/11/2019,1.12,102.3911538
75596,13/11/2019,0.66,99.33316445
63963,14/11/2019,1.26,101.3223407
16792,14/11/2019,1.38,99.52648156
88569,14/11/2019,0.79,99.86048541
22757,14/11/2019,0.8,100.9583598
99779,14/11/2019,1.07,101.1136588
22778,14/11/2019,0.71,104.5185804
89791,14/11/2019,1.25,98.85817099
20062,14/11/2019,0.69,99.61552686
71151,14/11/2019,1.12,96.04418025
75596,14/11/2019,0.66,95.69430722
63963,15/11/2019,1.26,96.82146204
16792,15/11/2019,1.38,103.2901954
88569,15/11/2019,0.79,95.03062296
22757,15/11/2019,0.8,97.69435817
99779,15/11/2019,1.07,97.15303801
22778,15/11/2019,0.71,101.015724
89791,15/11/2019,1.25,98.05153822
20062,15/11/2019,0.69,101.4271921
71151,15/11/2019,1.12,98.11539536
75596,15/11/2019,0.66,99.65068839
63963,16/11/2019,1.26,97.794567
16792,16/11/2019,1.38,99.86599599
88569,16/11/2019,0.79,98.04884795
22757,16/11/2019,0.8,104.8975418
99779,16/11/2019,1.07,98.77165755
22778,16/11/2019,0.71,102.6293086
89791,16/11/2019,1.25,97.19364207
20062,16/11/2019,0.69,99.82946147
71151,16/11/2019,1.12,104.4042648
75596,16/11/2019,0.66,100.098799
63963,17/11/2019,1.26,96.79605203
16792,17/11/2019,1.38,104.2428866
88569,17/11/2019,0.79,99.87547529
22757,17/11/2019,0.8,98.20583971
99779,17/11/2019,1.07,104.0640332
22778,17/11/2019,0.71,99.77077234
89791,17/11/2019,1.25,99.15756588
20062,17/11/2019,0.69,95.6853983
71151,17/11/2019,1.12,102.1372067
75596,17/11/2019,0.66,99.68473851
63963,18/11/2019,1.26,96.57527936
16792,18/11/2019,1.38,95.03098463
88569,18/11/2019,0.79,95.87903133
22757,18/11/2019,0.8,101.4069383
99779,18/11/2019,1.07,99.9175994
22778,18/11/2019,0.71,100.5851595
89791,18/11/2019,1.25,102.0307368
20062,18/11/2019,0.69,102.7274886
71151,18/11/2019,1.12,97.7005918
75596,18/11/2019,0.66,95.26926513
63963,19/11/2019,1.26,97.71254098
16792,19/11/2019,1.38,100.4923976
88569,19/11/2019,0.79,99.44932788
22757,19/11/2019,0.8,100.0360938
99779,19/11/2019,1.07,98.25668114
22778,19/11/2019,0.71,100.7041182
89791,19/11/2019,1.25,96.54917694
20062,19/11/2019,0.69,102.3721849
71151,19/11/2019,1.12,99.49679731
75596,19/11/2019,0.66,102.3469397
63963,20/11/2019,1.26,102.21793
16792,20/11/2019,1.38,102.7711369
88569,20/11/2019,0.79,98.22545728
22757,20/11/2019,0.8,100.4631753
99779,20/11/2019,1.07,102.4522341
22778,20/11/2019,0.71,99.84777455
89791,20/11/2019,1.25,99.61357139
20062,20/11/2019,0.69,102.7091949
71151,20/11/2019,1.12,97.81234847
75596,20/11/2019,0.66,95.40075531
63963,21/11/2019,1.26,98.29829597
16792,21/11/2019,1.38,99.40642254
88569,21/11/2019,0.79,99.22008965
22757,21/11/2019,0.8,100.7721864
99779,21/11/2019,1.07,101.2238285
22778,21/11/2019,0.71,98.6604828
89791,21/11/2019,1.25,95.9792475
20062,21/11/2019,0.69,100.3290857
71151,21/11/2019,1.12,103.7158021
75596,21/11/2019,0.66,104.0432132
63963,22/11/2019,1.26,97.06461342
16792,22/11/2019,1.38,99.06458116
88569,22/11/2019,0.79,96.15503945
22757,22/11/2019,0.8,100.8885911
99779,22/11/2019,1.07,103.3835134
22778,22/11/2019,0.71,103.5437491
89791,22/11/2019,1.25,101.4988835
20062,22/11/2019,0.69,96.93017935
71151,22/11/2019,1.12,98.64685194
75596,22/11/2019,0.66,95.95663395
63963,23/11/2019,1.26,95.85402432
16792,23/11/2019,1.38,97.64768499
88569,23/11/2019,0.79,104.6731582
22757,23/11/2019,0.8,103.2100819
99779,23/11/2019,1.07,103.8343651
22778,23/11/2019,0.71,102.5069737
89791,23/11/2019,1.25,96.73785085
20062,23/11/2019,0.69,100.587015
71151,23/11/2019,1.12,104.3276988
75596,23/11/2019,0.66,98.68526909
63963,24/11/2019,1.26,98.2069515
16792,24/11/2019,1.38,104.6850299
88569,24/11/2019,0.79,103.7380991
22757,24/11/2019,0.8,104.5423658
99779,24/11/2019,1.07,98.9909818
22778,24/11/2019,0.71,96.6752108
89791,24/11/2019,1.25,101.2536504
20062,24/11/2019,0.69,100.2177034
71151,24/11/2019,1.12,102.4661884
75596,24/11/2019,0.66,96.12626911
63963,25/11/2019,1.26,98.16512655
16792,25/11/2019,1.38,97.90467968
88569,25/11/2019,0.79,98.34640591
22757,25/11/2019,0.8,98.82673672
99779,25/11/2019,1.07,98.5156132
22778,25/11/2019,0.71,97.42298214
89791,25/11/2019,1.25,96.2577852
20062,25/11/2019,0.69,102.788247
71151,25/11/2019,1.12,98.36770882
75596,25/11/2019,0.66,104.4487757
63963,26/11/2019,1.26,99.63295298
16792,26/11/2019,1.38,98.54035607
88569,26/11/2019,0.79,97.73700938
22757,26/11/2019,0.8,104.4116117
99779,26/11/2019,1.07,96.39431583
22778,26/11/2019,0.71,96.14365181
89791,26/11/2019,1.25,103.9210406
20062,26/11/2019,0.69,103.5911975
71151,26/11/2019,1.12,97.19649644
75596,26/11/2019,0.66,96.17480971
63963,27/11/2019,1.26,98.416176
16792,27/11/2019,1.38,95.4504433
88569,27/11/2019,0.79,98.80407397
22757,27/11/2019,0.8,99.80180947
99779,27/11/2019,1.07,98.57911799
22778,27/11/2019,0.71,96.99410687
89791,27/11/2019,1.25,98.44136431
20062,27/11/2019,0.69,103.0026183
71151,27/11/2019,1.12,102.7349597
75596,27/11/2019,0.66,100.7298208
63963,28/11/2019,1.26,101.2253722
16792,28/11/2019,1.38,95.17677491
88569,28/11/2019,0.79,98.16123835
22757,28/11/2019,0.8,101.1522646
99779,28/11/2019,1.07,101.9809685
22778,28/11/2019,0.71,100.6319831
89791,28/11/2019,1.25,103.4500509
20062,28/11/2019,0.69,98.18878853
71151,28/11/2019,1.12,96.566684
75596,28/11/2019,0.66,97.72368137
63963,29/11/2019,1.26,104.7613292
16792,29/11/2019,1.38,101.172184
88569,29/11/2019,0.79,96.30553853
22757,29/11/2019,0.8,95.71478479
99779,29/11/2019,1.07,97.73567005
22778,29/11/2019,0.71,103.1097556
89791,29/11/2019,1.25,104.3863414
20062,29/11/2019,0.69,97.02996949
71151,29/11/2019,1.12,95.31259603
75596,29/11/2019,0.66,103.6262293
63963,30/11/2019,1.26,97.96710254
16792,30/11/2019,1.38,100.77747
88569,30/11/2019,0.79,97.95709548
22757,30/11/2019,0.8,101.5294662
99779,30/11/2019,1.07,102.3671447
22778,30/11/2019,0.71,99.26964121
89791,30/11/2019,1.25,96.77886497
20062,30/11/2019,0.69,103.8243249
71151,30/11/2019,1.12,99.83793927
75596,30/11/2019,0.66,97.76017039
63963,01/12/2019,1.26,103.0249859
16792,01/12/2019,1.38,104.8960106
88569,01/12/2019,0.79,98.34661849
22757,01/12/2019,0.8,100.8680649
99779,01/12/2019,1.07,96.77942793
22778,01/12/2019,0.71,99.91905943
89791,01/12/2019,1.25,99.29811251
20062,01/12/2019,0.69,101.6993461
71151,01/12/2019,1.12,100.2412174
75596,01/12/2019,0.66,101.4458851
63963,02/12/2019,1.26,103.6319771
16792,02/12/2019,1.38,99.13569317
88569,02/12/2019,0.79,103.3958474
22757,02/12/2019,0.8,98.85912888
99779,02/12/2019,1.07,103.6522684
22778,02/12/2019,0.71,100.700168
89791,02/12/2019,1.25,100.2567293
20062,02/12/2019,0.69,98.86577246
71151,02/12/2019,1.12,95.95341138
75596,02/12/2019,0.66,100.1860518
63963,03/12/2019,1.26,97.03656631
16792,03/12/2019,1.38,104.7601429
88569,03/12/2019,0.79,100.5189185
22757,03/12/2019,0.8,104.3712709
99779,03/12/2019,1.07,98.22716549
22778,03/12/2019,0.71,103.6509651
89791,03/12/2019,1.25,95.10905249
20062,03/12/2019,0.69,102.8394788
71151,03/12/2019,1.12,102.9181451
75596,03/12/2019,0.66,102.6802521
63963,04/12/2019,1.26,103.879487
16792,04/12/2019,1.38,99.99113402
88569,04/12/2019,0.79,95.89297851
22757,04/12/2019,0.8,96.82436015
99779,04/12/2019,1.07,103.4606658
22778,04/12/2019,0.71,96.87705911
89791,04/12/2019,1.25,95.38236711
20062,04/12/2019,0.69,100.2045527
71151,04/12/2019,1.12,98.24853702
75596,04/12/2019,0.66,102.3450429
63963,05/12/2019,1.26,100.3005095
16792,05/12/2019,1.38,100.6013543
88569,05/12/2019,0.79,99.82329194
22757,05/12/2019,0.8,99.26341964
99779,05/12/2019,1.07,98.05912151
22778,05/12/2019,0.71,102.973234
89791,05/12/2019,1.25,99.91267967
20062,05/12/2019,0.69,98.46036714
71151,05/12/2019,1.12,103.7108636
75596,05/12/2019,0.66,102.5184362
63963,06/12/2019,1.26,96.18856022
16792,06/12/2019,1.38,96.48076792
88569,06/12/2019,0.79,103.9777898
22757,06/12/2019,0.8,102.736932
99779,06/12/2019,1.07,103.5891606
22778,06/12/2019,0.71,103.3215451
89791,06/12/2019,1.25,100.1506845
20062,06/12/2019,0.69,102.3039078
71151,06/12/2019,1.12,96.26035662
75596,06/12/2019,0.66,104.4037505
63963,07/12/2019,1.26,103.3235823
16792,07/12/2019,1.38,99.58527638
88569,07/12/2019,0.79,95.98364484
22757,07/12/2019,0.8,102.4648312
99779,07/12/2019,1.07,102.4765251
22778,07/12/2019,0.71,98.3625554
89791,07/12/2019,1.25,104.2073047
20062,07/12/2019,0.69,96.76430722
71151,07/12/2019,1.12,96.86260018
75596,07/12/2019,0.66,96.51923426
63963,08/12/2019,1.26,96.99559734
16792,08/12/2019,1.38,100.834278
88569,08/12/2019,0.79,100.1247013
22757,08/12/2019,0.8,103.6551194
99779,08/12/2019,1.07,103.0455232
22778,08/12/2019,0.71,97.13937219
89791,08/12/2019,1.25,101.4888704
20062,08/12/2019,0.69,98.80085186
71151,08/12/2019,1.12,95.53645189
75596,08/12/2019,0.66,102.1026896
63963,09/12/2019,1.26,103.6589499
16792,09/12/2019,1.38,104.9836979
88569,09/12/2019,0.79,99.21185433
22757,09/12/2019,0.8,95.39070731
99779,09/12/2019,1.07,102.2132308
22778,09/12/2019,0.71,102.1291853
89791,09/12/2019,1.25,103.1363656
20062,09/12/2019,0.69,100.4635583
71151,09/12/2019,1.12,98.88159034
75596,09/12/2019,0.66,100.7383929
63963,10/12/2019,1.26,102.5980748
16792,10/12/2019,1.38,101.3108021
88569,10/12/2019,0.79,97.28775277
22757,10/12/2019,0.8,99.18654005
99779,10/12/2019,1.07,97.445464
22778,10/12/2019,0.71,102.6383641
89791,10/12/2019,1.25,104.9729842
20062,10/12/2019,0.69,95.1505426
71151,10/12/2019,1.12,98.74534525
75596,10/12/2019,0.66,95.23846715
63963,11/12/2019,1.26,99.03871438
16792,11/12/2019,1.38,102.3251013
88569,11/12/2019,0.79,97.86244193
22757,11/12/2019,0.8,100.9673737
99779,11/12/2019,1.07,99.45518475
22778,11/12/2019,0.71,100.0830715
89791,11/12/2019,1.25,101.8506713
20062,11/12/2019,0.69,99.09854988
71151,11/12/2019,1.12,101.3003787
75596,11/12/2019,0.66,103.3019417
63963,12/12/2019,1.26,103.8623128
16792,12/12/2019,1.38,104.3305518
88569,12/12/2019,0.79,101.7208767
22757,12/12/2019,0.8,104.0833706
99779,12/12/2019,1.07,100.1175847
22778,12/12/2019,0.71,99.15940105
89791,12/12/2019,1.25,98.33080638
20062,12/12/2019,0.69,95.49464069
71151,12/12/2019,1.12,98.9978957
75596,12/12/2019,0.66,95.0070667
63963,13/12/2019,1.26,102.0826417
16792,13/12/2019,1.38,102.562208
88569,13/12/2019,0.79,96.8539756
22757,13/12/2019,0.8,103.3779889
99779,13/12/2019,1.07,95.00594462
22778,13/12/2019,0.71,102.9398525
89791,13/12/2019,1.25,99.35899508
20062,13/12/2019,0.69,96.022584
71151,13/12/2019,1.12,95.50723837
75596,13/12/2019,0.66,95.41918563
63963,14/12/2019,1.26,95.39243351
16792,14/12/2019,1.38,102.0205629
88569,14/12/2019,0.79,103.1266728
22757,14/12/2019,0.8,98.34373842
99779,14/12/2019,1.07,97.90716644
22778,14/12/2019,0.71,101.9621782
89791,14/12/2019,1.25,98.33122091
20062,14/12/2019,0.69,100.7547098
71151,14/12/2019,1.12,95.09059117
75596,14/12/2019,0.66,104.6834155
63963,15/12/2019,1.26,99.07777753
16792,15/12/2019,1.38,99.11616663
88569,15/12/2019,0.79,100.5614279
22757,15/12/2019,0.8,96.37228725
99779,15/12/2019,1.07,96.20658437
22778,15/12/2019,0.71,103.792522
89791,15/12/2019,1.25,100.0788496
20062,15/12/2019,0.69,102.6480386
71151,15/12/2019,1.12,95.89516644
75596,15/12/2019,0.66,96.13163407
63963,16/12/2019,1.26,100.861176
16792,16/12/2019,1.38,99.3253665
88569,16/12/2019,0.79,97.99665701
22757,16/12/2019,0.8,101.3231118
99779,16/12/2019,1.07,104.0028948
22778,16/12/2019,0.71,97.23792604
89791,16/12/2019,1.25,104.2639312
20062,16/12/2019,0.69,97.58030803
71151,16/12/2019,1.12,99.43737498
75596,16/12/2019,0.66,101.6797182
63963,17/12/2019,1.26,96.51247615
16792,17/12/2019,1.38,99.90756141
88569,17/12/2019,0.79,104.0100719
22757,17/12/2019,0.8,101.7915722
99779,17/12/2019,1.07,101.4303636
22778,17/12/2019,0.71,103.6604164
89791,17/12/2019,1.25,103.4902091
20062,17/12/2019,0.69,99.55978947
71151,17/12/2019,1.12,103.0997349
75596,17/12/2019,0.66,102.8600254
63963,18/12/2019,1.26,100.5280568
16792,18/12/2019,1.38,100.3090331
88569,18/12/2019,0.79,100.3889928
22757,18/12/2019,0.8,102.0104574
99779,18/12/2019,1.07,97.30640093
22778,18/12/2019,0.71,95.38040552
89791,18/12/2019,1.25,99.38312833
20062,18/12/2019,0.69,102.4983607
71151,18/12/2019,1.12,99.02291733
75596,18/12/2019,0.66,102.9293162
63963,19/12/2019,1.26,104.9535845
16792,19/12/2019,1.38,96.70675339
88569,19/12/2019,0.79,95.83409691
22757,19/12/2019,0.8,101.8313651
99779,19/12/2019,1.07,102.8528842
22778,19/12/2019,0.71,100.9486388
89791,19/12/2019,1.25,104.9105066
20062,19/12/2019,0.69,102.05188
71151,19/12/2019,1.12,103.5511241
75596,19/12/2019,0.66,102.0919813
63963,20/12/2019,1.26,101.9287866
16792,20/12/2019,1.38,101.3733896
88569,20/12/2019,0.79,101.777472
22757,20/12/2019,0.8,99.00663371
99779,20/12/2019,1.07,104.94018
22778,20/12/2019,0.71,101.1701822
89791,20/12/2019,1.25,104.3846661
20062,20/12/2019,0.69,99.6604766
71151,20/12/2019,1.12,96.18143473
75596,20/12/2019,0.66,97.20356664
63963,21/12/2019,1.26,101.4269662
16792,21/12/2019,1.38,97.77782402
88569,21/12/2019,0.79,101.6964808
22757,21/12/2019,0.8,99.83722758
99779,21/12/2019,1.07,99.37382434
22778,21/12/2019,0.71,104.8798082
89791,21/12/2019,1.25,95.07135604
20062,21/12/2019,0.69,103.7596527
71151,21/12/2019,1.12,103.2063333
75596,21/12/2019,0.66,102.8530046
63963,22/12/2019,1.26,96.80089331
16792,22/12/2019,1.38,104.5157422
88569,22/12/2019,0.79,101.1271243
22757,22/12/2019,0.8,101.9381493
99779,22/12/2019,1.07,102.3380488
22778,22/12/2019,0.71,100.7926789
89791,22/12/2019,1.25,101.6713476
20062,22/12/2019,0.69,96.30591675
71151,22/12/2019,1.12,102.0280848
75596,22/12/2019,0.66,99.66937948
63963,23/12/2019,1.26,101.9325357
16792,23/12/2019,1.38,95.02027425
88569,23/12/2019,0.79,98.52858613
22757,23/12/2019,0.8,95.53928037
99779,23/12/2019,1.07,95.02064613
22778,23/12/2019,0.71,99.68088508
89791,23/12/2019,1.25,100.5207831
20062,23/12/2019,0.69,95.82093338
71151,23/12/2019,1.12,102.0755826
75596,23/12/2019,0.66,101.6145506
63963,24/12/2019,1.26,96.0024948
16792,24/12/2019,1.38,103.3451949
88569,24/12/2019,0.79,102.7436086
22757,24/12/2019,0.8,95.21499413
99779,24/12/2019,1.07,104.8378814
22778,24/12/2019,0.71,102.8095487
89791,24/12/2019,1.25,97.05253787
20062,24/12/2019,0.69,96.66084989
71151,24/12/2019,1.12,98.24254105
75596,24/12/2019,0.66,97.7551864
63963,25/12/2019,1.26,101.3528002
16792,25/12/2019,1.38,101.0894922
88569,25/12/2019,0.79,102.0551608
22757,25/12/2019,0.8,100.123573
99779,25/12/2019,1.07,98.69737895
22778,25/12/2019,0.71,100.9626231
89791,25/12/2019,1.25,98.08507175
20062,25/12/2019,0.69,100.997753
71151,25/12/2019,1.12,100.178937
75596,25/12/2019,0.66,95.06986918
63963,26/12/2019,1.26,99.56575257
16792,26/12/2019,1.38,103.2515158
88569,26/12/2019,0.79,98.93236496
22757,26/12/2019,0.8,98.77836254
99779,26/12/2019,1.07,97.8838139
22778,26/12/2019,0.71,101.1588341
89791,26/12/2019,1.25,100.8546007
20062,26/12/2019,0.69,98.76344261
71151,26/12/2019,1.12,99.27004882
75596,26/12/2019,0.66,101.4236601
63963,27/12/2019,1.26,102.3790115
16792,27/12/2019,1.38,103.5186846
88569,27/12/2019,0.79,95.725584
22757,27/12/2019,0.8,100.4009825
99779,27/12/2019,1.07,99.75060654
22778,27/12/2019,0.71,97.62450052
89791,27/12/2019,1.25,102.9282672
20062,27/12/2019,0.69,103.9008013
71151,27/12/2019,1.12,103.2863711
75596,27/12/2019,0.66,98.93866512
63963,28/12/2019,1.26,103.9717051
16792,28/12/2019,1.38,97.59171498
88569,28/12/2019,0.79,98.98399109
22757,28/12/2019,0.8,99.738355
99779,28/12/2019,1.07,102.2015228
22778,28/12/2019,0.71,96.13551981
89791,28/12/2019,1.25,95.09146572
20062,28/12/2019,0.69,96.60896543
71151,28/12/2019,1.12,102.3914548
75596,28/12/2019,0.66,97.36540216
63963,29/12/2019,1.26,96.49996541
16792,29/12/2019,1.38,103.4592116
88569,29/12/2019,0.79,99.50099971
22757,29/12/2019,0.8,96.35369716
99779,29/12/2019,1.07,98.42667445
22778,29/12/2019,0.71,96.02742068
89791,29/12/2019,1.25,100.9813629
20062,29/12/2019,0.69,98.7360277
71151,29/12/2019,1.12,104.3344808
75596,29/12/2019,0.66,96.76960854
63963,30/12/2019,1.26,104.1608138
16792,30/12/2019,1.38,96.65632906
88569,30/12/2019,0.79,103.2587754
22757,30/12/2019,0.8,96.55360563
99779,30/12/2019,1.07,103.3151063
22778,30/12/2019,0.71,103.5215239
89791,30/12/2019,1.25,104.7160545
20062,30/12/2019,0.69,95.45275739
71151,30/12/2019,1.12,99.69729144
75596,30/12/2019,0.66,101.7604072
63963,31/12/2019,1.26,95.16487979
16792,31/12/2019,1.38,102.6328059
88569,31/12/2019,0.79,96.60889973
22757,31/12/2019,0.8,101.9359793
99779,31/12/2019,1.07,98.73828309
22778,31/12/2019,0.71,99.85489607
89791,31/12/2019,1.25,96.54083224
20062,31/12/2019,0.69,102.7480451
71151,31/12/2019,1.12,98.59666201
75596,31/12/2019,0.66,97.80063186
63963,01/01/2020,1.26,104.1177607
16792,01/01/2020,1.38,96.98312437
88569,01/01/2020,0.79,101.6317878
22757,01/01/2020,0.8,103.8183538
99779,01/01/2020,1.07,95.18921497
22778,01/01/2020,0.71,97.2552942
89791,01/01/2020,1.25,103.5145707
20062,01/01/2020,0.69,100.605645
71151,01/01/2020,1.12,98.40571967
75596,01/01/2020,0.66,96.73054305
63963,02/01/2020,1.26,100.4317964
16792,02/01/2020,1.38,104.8825425
88569,02/01/2020,0.79,98.88233422
22757,02/01/2020,0.8,95.46369808
99779,02/01/2020,1.07,96.5440287
22778,02/01/2020,0.71,96.26608057
89791,02/01/2020,1.25,95.2362502
20062,02/01/2020,0.69,96.55566445
71151,02/01/2020,1.12,102.5806272
75596,02/01/2020,0.66,99.98320466
63963,03/01/2020,1.26,100.1524888
16792,03/01/2020,1.38,95.71786022
88569,03/01/2020,0.79,95.35498431
22757,03/01/2020,0.8,101.0621368
99779,03/01/2020,1.07,95.54258113
22778,03/01/2020,0.71,96.1171181
89791,03/01/2020,1.25,98.33873328
20062,03/01/2020,0.69,104.5135016
71151,03/01/2020,1.12,95.31640374
75596,03/01/2020,0.66,104.2815812
63963,04/01/2020,1.26,102.7448784
16792,04/01/2020,1.38,104.2844416
88569,04/01/2020,0.79,96.17110753
22757,04/01/2020,0.8,100.0041186
99779,04/01/2020,1.07,103.2825779
22778,04/01/2020,0.71,100.71724
89791,04/01/2020,1.25,100.2925739
20062,04/01/2020,0.69,99.90705476
71151,04/01/2020,1.12,98.12666377
75596,04/01/2020,0.66,98.45405222
63963,05/01/2020,1.26,98.08210288
16792,05/01/2020,1.38,99.88609403
88569,05/01/2020,0.79,95.525513
22757,05/01/2020,0.8,95.04404331
99779,05/01/2020,1.07,95.02757349
22778,05/01/2020,0.71,97.4983945
89791,05/01/2020,1.25,101.6345928
20062,05/01/2020,0.69,99.34215769
71151,05/01/2020,1.12,103.4994767
75596,05/01/2020,0.66,97.71957118
63963,06/01/2020,1.26,98.72846813
16792,06/01/2020,1.38,95.49589983
88569,06/01/2020,0.79,100.3148236
22757,06/01/2020,0.8,98.04865747
99779,06/01/2020,1.07,100.2749261
22778,06/01/2020,0.71,104.3169895
89791,06/01/2020,1.25,103.6671601
20062,06/01/2020,0.69,104.3186052
71151,06/01/2020,1.12,100.4370509
75596,06/01/2020,0.66,96.95555999
63963,07/01/2020,1.26,96.07936631
16792,07/01/2020,1.38,97.67945811
88569,07/01/2020,0.79,100.5727185
22757,07/01/2020,0.8,95.77647134
99779,07/01/2020,1.07,103.276735
22778,07/01/2020,0.71,99.43525086
89791,07/01/2020,1.25,104.4142796
20062,07/01/2020,0.69,99.00892898
71151,07/01/2020,1.12,100.5070243
75596,07/01/2020,0.66,99.07981174
63963,08/01/2020,1.26,101.9691974
16792,08/01/2020,1.38,98.657559
88569,08/01/2020,0.79,96.5000865
22757,08/01/2020,0.8,103.3859651
99779,08/01/2020,1.07,95.31748461
22778,08/01/2020,0.71,96.58085944
89791,08/01/2020,1.25,104.3564272
20062,08/01/2020,0.69,96.86497553
71151,08/01/2020,1.12,97.23133693
75596,08/01/2020,0.66,100.9857208
63963,09/01/2020,1.26,103.7236758
16792,09/01/2020,1.38,95.80825094
88569,09/01/2020,0.79,99.56740269
22757,09/01/2020,0.8,101.2508288
99779,09/01/2020,1.07,101.407141
22778,09/01/2020,0.71,101.7499455
89791,09/01/2020,1.25,95.08718065
20062,09/01/2020,0.69,103.4498321
71151,09/01/2020,1.12,100.9013625
75596,09/01/2020,0.66,100.9864139
63963,10/01/2020,1.26,95.90448731
16792,10/01/2020,1.38,99.19232576
88569,10/01/2020,0.79,97.54238585
22757,10/01/2020,0.8,97.99663094
99779,10/01/2020,1.07,96.96418612
22778,10/01/2020,0.71,96.99108273
89791,10/01/2020,1.25,95.0279141
20062,10/01/2020,0.69,96.30506821
71151,10/01/2020,1.12,96.54654874
75596,10/01/2020,0.66,98.83148393
63963,11/01/2020,1.26,101.7806584
16792,11/01/2020,1.38,101.4607107
88569,11/01/2020,0.79,104.6425374
22757,11/01/2020,0.8,100.2440528
99779,11/01/2020,1.07,95.8620365
22778,11/01/2020,0.71,95.7036344
